timestamp,sentiment_mean,count,rolling_mean,rolling_std,zscore,spike
2025-07-09,0.04363397212543554,574,0.04363397212543554,0.0,0.0,False
2025-07-16,0.018188375796178345,628,0.03091117396080694,0.017992753715753283,-0.7071067418870187,False
2025-07-23,0.04329038461538462,624,0.035037577512332836,0.014592847972483412,0.5655377588443116,False
2025-07-30,0.03976988727858293,621,0.03374954923004863,0.01359084487270198,0.442970077427374,False
2025-08-06,0.05061888888888889,630,0.044559720260952146,0.00553476455876277,1.0947471150505597,False
2025-08-13,0.08580454545454545,616,0.058731107207339095,0.024065608300624305,1.1249845332818573,False
2025-08-20,0.05912327447833066,623,0.06518223627392167,0.018358672896465207,-0.330032649948513,False
2025-08-27,0.04301114649681529,628,0.06264632214323047,0.021613135987767536,-0.9084833755288819,False
2025-09-03,0.017130932896890345,611,0.03975511795734543,0.021184675576002395,-1.0679504584027184,False
2025-09-10,0.057415299684542585,634,0.039185793026082744,0.020412803549550933,0.8930427278725342,False
2025-09-17,0.024826504065040653,615,0.03312424554882453,0.021385671305088977,-0.3880047054592402,False
2025-09-24,0.026358266452648473,623,0.0362000234007439,0.018388924243996872,-0.5352002260876179,False
2025-10-01,0.036075916230366496,573,0.029086895582685207,0.00610093281501359,1.14556572151008,False
